x_value, y_value, bmaj_value, bmin_value,pa_value, longitude, latidude, flux_value, flux_error
2.7395656780670667 , -0.7662931970551471 , 0.0544956468437332 , 0.05118371487443612 , 162.41493581514433 , 0.0006490370023817388 , 0.0007168913119652092 , 0.00015055996744405933 , 7.636796474804244e-06
2.7395284494847503 , -0.7662925674283927 , 0.07731646113376588 , 0.06373584756782223 , 66.3498493254662 , 0.0011358371292750165 , 0.0009161142523650186 , 0.0018195045544952336 , 8.722152382531434e-05
2.7395208638667032 , -0.7662932373236575 , 0.07657707828682189 , 0.05030455648783674 , 14.918920095393352 , 0.0025897369930484317 , 0.004817810821896809 , 0.00010721619566713405 , 2.1250994378671203e-05
2.7395374470705605 , -0.766270178339331 , 0.06379520442646579 , 0.04999229810543959 , 179.26707834492493 , 0.0008625156394533227 , 0.001362950931008459 , 0.00011219990419533421 , 8.17441533968029e-06
2.7395312034654533 , -0.7662702117746395 , 0.05975081824046033 , 0.055638448578706846 , 42.15961331012734 , 0.00257442615141157 , 0.0026081869339778297 , 3.979759353998747e-05 , 6.631384124261432e-06
2.7395329945078473 , -0.7662689363232531 , 0.06082297458363862 , 0.04770259408856063 , 172.7610017375499 , 0.0012784726541992617 , 0.002006073015426745 , 5.305366249098648e-05 , 6.147879111240023e-06
2.739525697312491 , -0.7662704874480977 , 0.08769083953025811 , 0.07160606110129628 , 23.45537090764631 , 0.0043646391697156695 , 0.0054025985987829995 , 8.736198759592127e-05 , 1.667776763246882e-05
2.7395257274150078 , -0.7662690384732344 , 0.1221854343744303 , 0.0765634171017114 , 56.45429912998235 , 0.014150178496299171 , 0.011231508767122098 , 8.69854775277353e-05 , 3.0288740216412378e-05
2.739529107429541 , -0.76626726607229 , 0.18409872090651982 , 0.1499962238394338 , 30.436484829028263 , 0.007325905197645269 , 0.00821572739110812 , 0.000567959738980607 , 6.710658181599285e-05
2.739530360457773 , -0.7662646049327978 , 0.10781831388070823 , 0.042651324503682995 , 176.52798945315578 , 0.0020076581319605153 , 0.009485795162697127 , 5.558196004505384e-05 , 1.2616854315223032e-05
2.73953127375288 , -0.7662588929612475 , 0.06685566658199837 , 0.0499533833911462 , 43.58510200986322 , 0.0023055647843290583 , 0.002362438726582526 , 8.268096132235607e-05 , 1.1682668655955716e-05
2.7395678787497224 , -0.766254744383908 , 0.08363911653819274 , 0.055313224485618 , 168.67221087367002 , 0.0018095221892101949 , 0.0034087874445011775 , 0.00011129947049216368 , 1.3654626388145595e-05
2.7395760560025053 , -0.766261113759613 , 0.05986984626528051 , 0.042675223128957496 , 174.47067939306288 , 0.0013884774271869294 , 0.002676509330410899 , 4.489200361127189e-05 , 7.017451175973868e-06
2.7395752669660354 , -0.7662605788647925 , 0.14238709530821228 , 0.059243029495364856 , 145.42455062973502 , 0.005707737461343141 , 0.007833659726780776 , 0.00020889909416049472 , 3.355796665937656e-05
2.7395326976596515 , -0.7662665845378901 , 0.0867126103574705 , 0.03907670398536772 , 158.74981430937962 , 0.00531514625838512 , 0.011836323056643236 , 3.638250966239265e-05 , 1.4940702104784941e-05
